ticker,date,TotalDebt_x,TotalDebt_y,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow
A,2018-10-31,1799000000.0,1799000000.0,776000000.0,910000000,-797000000,1087000000
A,2019-10-31,2407000000.0,2407000000.0,930000000.0,865000000,-299000000,1021000000
A,2020-10-31,2359000000.0,2359000000.0,1038000000.0,802000000,-717000000,921000000
A,2021-10-31,2729000000.0,2729000000.0,1172000000.0,1296000000,-696000000,1485000000
ABT,2018-12-31,19566000000.0,19566000000.0,5182000000.0,4906000000,-10391000000,6300000000
ABT,2019-12-31,18894000000.0,18894000000.0,5425000000.0,4498000000,-4289000000,6136000000
ABT,2020-12-31,19649000000.0,19649000000.0,6414000000.0,5724000000,-2779000000,7901000000
ABT,2021-12-31,19006000000.0,19006000000.0,6487000000.0,8648000000,-5494000000,10533000000
ADI,2018-10-31,6332674000.0,6332674000.0,639717000.0,2187485000,-2358042000,2442361000
ADI,2019-10-31,5491919000.0,5491919000.0,635136000.0,1977728000,-2126794000,2253100000
ADI,2020-10-31,5145102000.0,5145102000.0,737536000.0,1842795000,-1420608000,2008487000
ADI,2021-10-31,6822451000.0,6822451000.0,1459056000.0,2391393000,-3959664000,2735069000
AEP,2018-12-31,25256700000.0,25256700000.0,699000000.0,-1133800000,1161900000,5223200000
AEP,2019-12-31,30532500000.0,30532500000.0,625300000.0,-1873600000,2862900000,4270100000
AEP,2020-12-31,34431500000.0,34431500000.0,613600000.0,-2483100000,2406700000,3832900000
AEP,2021-12-31,36658900000.0,36658900000.0,720900000.0,-1924200000,2607100000,3839900000
AGCO,2018-12-31,1459500000.0,1459500000.0,880300000.0,392600000,-413300000,595900000
AGCO,2019-12-31,1493800000.0,1493800000.0,800500000.0,422500000,-313400000,695900000
AGCO,2020-12-31,1742300000.0,1742300000.0,856000000.0,626600000,22700000,896500000
AGCO,2021-12-31,1619600000.0,1619600000.0,991500000.0,390400000,-539500000,660200000
AMAT,2018-10-31,5309000000.0,5309000000.0,2565000000.0,3165000000,-5928000000,3787000000
AMAT,2019-10-31,5313000000.0,5313000000.0,2533000000.0,2806000000,-3115000000,3247000000
AMAT,2020-10-31,5707000000.0,5707000000.0,2963000000.0,3382000000,-1337000000,3804000000
AMAT,2021-10-31,5753000000.0,5753000000.0,4953000000.0,4774000000,-4591000000,5442000000
AMD,2018-12-31,1250000000.0,1250000000.0,1235000000.0,-129000000,28000000,34000000
AMD,2019-12-31,728000000.0,728000000.0,1859000000.0,276000000,43000000,493000000
AMD,2020-12-31,531000000.0,531000000.0,2066000000.0,777000000,6000000,1071000000
AMD,2021-12-31,661000000.0,661000000.0,2706000000.0,3220000000,-1895000000,3521000000
AMGN,2018-12-31,33929000000.0,33929000000.0,3580000000.0,10558000000,-22490000000,11296000000
AMGN,2019-12-31,29903000000.0,29903000000.0,4057000000.0,8532000000,-15767000000,9150000000
AMGN,2020-12-31,32986000000.0,32986000000.0,4525000000.0,9889000000,-4867000000,10497000000
AMGN,2021-12-31,33309000000.0,33309000000.0,4895000000.0,8381000000,-8271000000,9261000000
AMKR,2018-12-31,1332311000.0,1332311000.0,724456000.0,116288000,-40623000,663410000
AMKR,2019-12-31,1591434000.0,1591434000.0,850753000.0,91417000,108250000,563850000
AMKR,2020-12-31,1301148000.0,1301148000.0,962643000.0,217012000,-333719000,770033000
AMKR,2021-12-31,1317085000.0,1317085000.0,1258767000.0,341516000,-30102000,1121295000
AMZN,2018-12-31,39787000000.0,39787000000.0,16677000000.0,17296000000,-7686000000,30723000000
AMZN,2019-12-31,63205000000.0,63205000000.0,20816000000.0,21653000000,-10066000000,38514000000
AMZN,2020-12-31,84389000000.0,84389000000.0,24542000000.0,25924000000,-1104000000,66064000000
AMZN,2021-12-31,116395000000.0,116395000000.0,32891000000.0,-14726000000,6291000000,46327000000
ANF,2019-01-31,296776000.0,296776000.0,73112000.0,200540000,-131691000,352933000
ANF,2020-01-31,1767426000.0,1767426000.0,80251000.0,97901000,-147873000,300685000
ANF,2021-01-31,1550344000.0,1550344000.0,83857000.0,303008000,69717000,404918000
ANF,2022-01-31,1223661000.0,1223661000.0,69102000.0,180803000,-446898000,277782000
APH,2018-12-31,3570700000.0,3570700000.0,1791800000.0,802100000,-1070100000,1112700000
APH,2019-12-31,3606700000.0,3606700000.0,1736400000.0,1207300000,-648400000,1502300000
APH,2020-12-31,3866500000.0,3866500000.0,1951600000.0,1315200000,-516600000,1592000000
APH,2021-12-31,4799900000.0,4799900000.0,2454800000.0,1179700000,-145200000,1540100000
ARW,2018-12-31,3485372000.0,3485372000.0,8945463000.0,117354000,-36833000,272690000
ARW,2019-12-31,2971560000.0,2971560000.0,8482687000.0,707188000,-906369000,857995000
ARW,2020-12-31,2256573000.0,2256573000.0,9205343000.0,1235545000,-1227097000,1359843000
ARW,2021-12-31,2627062000.0,2627062000.0,11123946000.0,335932000,-463304000,418983000
AVGO,2018-10-31,17493000000.0,17493000000.0,3325000000.0,8245000000,-11118000000,8880000000
AVGO,2019-10-31,32798000000.0,32798000000.0,3259000000.0,9265000000,6488000000,9697000000
AVGO,2020-10-31,41062000000.0,41062000000.0,2297000000.0,11598000000,1611000000,12061000000
AVGO,2021-10-31,39730000000.0,39730000000.0,2071000000.0,13321000000,-8974000000,13764000000
AVT,2018-06-30,1654599000.0,1654599000.0,3641139000.0,97612000,-541893000,253485000
AVT,2019-06-30,1720460000.0,1720460000.0,3168369000.0,412080000,-582676000,534770000
AVT,2020-06-30,1731874000.0,1731874000.0,2928386000.0,656666000,-644550000,730182000
AVT,2021-06-30,1512591000.0,1512591000.0,3576130000.0,40586000,-314013000,90949000
AWR,2018-12-31,416907000.0,416907000.0,23395000.0,10213000,-1805000,136774000
AWR,2019-12-31,499928000.0,499928000.0,20907000.0,-35076000,30524000,116864000
AWR,2020-12-31,586555000.0,586555000.0,29162000.0,-8253000,44843000,122170000
AWR,2021-12-31,629017000.0,629017000.0,34416000.0,-28931000,-2266000,115584000
BA,2018-12-31,13847000000.0,13847000000.0,3936000000.0,13531000000,-11722000000,15322000000
BA,2019-12-31,27302000000.0,27302000000.0,3337000000.0,-4407000000,5739000000,-2446000000
BA,2020-12-31,63851000000.0,63851000000.0,2385000000.0,-19713000000,34955000000,-18410000000
BA,2021-12-31,58370000000.0,58370000000.0,3026000000.0,-4396000000,-5600000000,-3416000000
BAX,2018-12-31,3477000000.0,3477000000.0,1812000000.0,1415000000,-2603000000,2096000000
BAX,2019-12-31,5961000000.0,5961000000.0,1896000000.0,1408000000,498000000,2104000000
BAX,2020-12-31,6804000000.0,6804000000.0,2077000000.0,1159000000,-345000000,1868000000
BAX,2021-12-31,18310000000.0,18310000000.0,2629000000.0,1479000000,8245000000,2222000000
BDX,2018-09-30,21495000000.0,21495000000.0,2319000000.0,1970000000,-58000000,2865000000
BDX,2019-09-30,19390000000.0,19390000000.0,2345000000.0,2371000000,-3223000000,3328000000
BDX,2020-09-30,17930000000.0,17930000000.0,2398000000.0,2729000000,22000000,3539000000
BDX,2021-09-30,17610000000.0,17610000000.0,2497000000.0,3416000000,-3306000000,4647000000
BIIB,2018-12-31,5936500000.0,5936500000.0,2485400000.0,5301600000,-4472000000,6187700000
BIIB,2019-12-31,6367500000.0,6367500000.0,2470700000.0,6409100000,-5860400000,7078600000
BIIB,2020-12-31,7828200000.0,7828200000.0,2327300000.0,3678000000,-5272700000,4229800000
BIIB,2021-12-31,7603500000.0,7603500000.0,1961700000.0,3345000000,-2086200000,3639900000
BKR,2018-12-31,7227000000.0,7227000000.0,4974000000.0,767000000,-4363000000,1762000000
BKR,2019-12-31,6622000000.0,6622000000.0,5448000000.0,886000000,-1534000000,2126000000
BKR,2020-12-31,7633000000.0,7633000000.0,4676000000.0,330000000,225000000,1304000000
BKR,2021-12-31,6727000000.0,6727000000.0,4724000000.0,1518000000,-2143000000,2374000000
BMY,2018-12-31,7349000000.0,7349000000.0,4636000000.0,4989000000,-3535000000,5940000000
BMY,2019-12-31,47538000000.0,47538000000.0,6476000000.0,7231000000,7621000000,8067000000
BMY,2020-12-31,51673000000.0,51673000000.0,7219000000.0,13299000000,-1151000000,14052000000
BMY,2021-12-31,45596000000.0,45596000000.0,7979000000.0,15234000000,-16224000000,16207000000
BSX,2018-12-31,7030000000.0,7030000000.0,1608000000.0,-6000000,1432000000,310000000
BSX,2019-12-31,10277000000.0,10277000000.0,1828000000.0,1375000000,2973000000,1836000000
